candidate,arm,tau_0.01,tau_0.02,tau_0.03,tau_0.05,tau_0.075,tau_0.1,tau_0.125,tau_0.15,tau_0.2,tau_0.25,tau_0.3,tau_0.375,tau_0.45,tau_0.55,tau_0.65,tau_0.75,tau_0.85,tau_1
"('Necrothesp', '2005')",net,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,6.0,7.0,9.0,11.0,13.0,16.0,19.0,22.0,25.0,29.0
"('NicholasTurnbull', '2005')",net,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,11.0,14.0,13.0,16.0,21.0,26.0,31.0,33.0,38.0,43.0
"('Nickptar', '2005')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,7.0,8.0,10.0,12.0,15.0,18.0,20.0,21.0,23.0
"('Nlu', '2005')",net,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,12.0,14.0,17.0,22.0,26.0,32.0,38.0,44.0,49.0,58.0
"('NSLE', '2005')",net,1.0,2.0,2.0,4.0,6.0,8.0,9.0,11.0,15.0,19.0,22.0,28.0,34.0,40.0,47.0,54.0,62.0,71.0
"('Oleg Alexandrov', '2005')",net,1.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,11.0,14.0,16.0,20.0,24.0,30.0,35.0,40.0,46.0,54.0
"('Orioane', '2005')",net,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,6.0,7.0,7.0,9.0,11.0,14.0,17.0,20.0,23.0,27.0
"('OwenX', '2005')",net,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,9.0,10.0,10.0,14.0,17.0,22.0,25.0,27.0,32.0,39.0
"('Pablo-flores', '2005')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,14.0,17.0,20.0,22.0,26.0
"('Pamri', '2005')",net,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,10.0,12.0,15.0,18.0,22.0,27.0,32.0,37.0,42.0,49.0
"('Paul August', '2005')",net,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,11.0,14.0,16.0,19.0,21.0,25.0
"('Philwelch', '2005')",net,1.0,1.0,2.0,1.0,2.0,4.0,5.0,6.0,9.0,12.0,15.0,18.0,20.0,23.0,23.0,27.0,33.0,38.0
"('Phroziac', '2005')",net,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,18.0,22.0,24.0,28.0,32.0,37.0
"('Physchim62', '2005')",net,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0,14.0,17.0,21.0,25.0,28.0,32.0,38.0
"('PRueda29', '2005')",net,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,18.0,21.0,25.0,29.0,32.0,38.0
"('Psy guy', '2005')",net,1.0,1.0,2.0,3.0,4.0,4.0,6.0,7.0,10.0,13.0,15.0,19.0,23.0,27.0,32.0,37.0,43.0,50.0
"('R. fiend', '2005')",net,1.0,1.0,2.0,3.0,5.0,6.0,8.0,9.0,10.0,13.0,14.0,17.0,20.0,26.0,26.0,31.0,35.0,44.0
"('Radiant!', '2005')",net,1.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,8.0,11.0,14.0,19.0,22.0,29.0,33.0,37.0,40.0,47.0
"('Rama', '2005')",net,1.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,7.0,9.0,11.0,14.0,16.0,20.0,23.0,27.0,31.0,36.0
"('Ramallite', '2005')",net,1.0,2.0,3.0,4.0,2.0,5.0,6.0,9.0,8.0,10.0,11.0,13.0,18.0,27.0,38.0,42.0,53.0,57.0
"('Redwolf24', '2005')",net,1.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,7.0,9.0,11.0,14.0,17.0,19.0,18.0,20.0,19.0,25.0
"('Reflex Reaction', '2005')",net,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,5.0,7.0,8.0,11.0,14.0,16.0,19.0,22.0,24.0,28.0
"('Rick Block', '2005')",net,1.0,1.0,2.0,3.0,4.0,6.0,7.0,8.0,11.0,14.0,16.0,21.0,25.0,30.0,36.0,41.0,47.0,55.0
"('RJFJR', '2005')",net,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,6.0,7.0,9.0,12.0,14.0,17.0,20.0,23.0,27.0
"('RN', '2005')",net,1.0,1.0,2.0,3.0,5.0,6.0,8.0,10.0,13.0,16.0,20.0,24.0,27.0,34.0,40.0,47.0,53.0,63.0
"('Robchurch', '2005')",net,1.0,2.0,4.0,6.0,9.0,12.0,15.0,18.0,24.0,30.0,35.0,44.0,53.0,65.0,77.0,88.0,100.0,118.0
"('RobertG', '2005')",net,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,11.0,14.0,16.0,19.0,21.0,25.0
"('RobyWayne', '2005')",net,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,4.0,6.0,6.0,9.0,11.0,14.0,16.0
"('Ronline', '2005')",net,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,7.0,9.0,10.0,11.0,14.0,18.0,20.0,23.0,27.0,33.0
"('RoySmith', '2005')",net,-1.0,-1.0,-1.0,0.0,0.0,1.0,2.0,3.0,5.0,6.0,4.0,6.0,9.0,10.0,11.0,15.0,16.0,21.0
"('Rschen7754', '2005')",net,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,6.0,7.0,9.0,12.0,14.0,16.0,18.0,22.0
"('Sam Hocevar', '2005')",net,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,10.0,12.0,15.0,18.0,20.0,25.0,30.0,32.0,35.0,37.0
"('SamuelWantman', '2005')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,14.0,18.0,21.0,24.0,27.0,32.0
"('Sango123', '2005')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,7.0,8.0,10.0,12.0,13.0,16.0,18.0,21.0,25.0
"('Sasquatch', '2005')",net,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,6.0,6.0,8.0,9.0,10.0,13.0,17.0
"('Scimitar', '2005')",net,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,6.0,7.0,9.0,12.0,14.0,18.0,18.0,22.0,24.0
"('ScottDavis', '2005')",net,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,9.0,12.0,14.0,18.0,21.0,26.0,31.0,35.0,40.0,47.0
"('Sean Black', '2005')",net,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,11.0,14.0,17.0,21.0,26.0,31.0,37.0,43.0,48.0,55.0
"('Sfoskett', '2005')",net,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,8.0,11.0,15.0,19.0,25.0,29.0,37.0
"('Shanel', '2005')",net,-1.0,-1.0,-2.0,-1.0,0.0,0.0,-1.0,0.0,3.0,4.0,7.0,5.0,10.0,16.0,22.0,28.0,31.0,40.0
"('Shanes', '2005')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,7.0,8.0,10.0,12.0,13.0,16.0,18.0,17.0,21.0
"('Shauri', '2005')",net,1.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,6.0,9.0,11.0,16.0,17.0,23.0,28.0,36.0
"('Sherool', '2005')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,12.0,14.0,15.0,16.0,19.0,20.0,23.0
"('Shimgray', '2005')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,7.0,8.0,10.0,12.0,15.0,18.0,21.0,25.0,28.0,33.0
"('Sjakkalle', '2005')",net,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,6.0,7.0,9.0,11.0,13.0,16.0,19.0,22.0,25.0,27.0
"('SlimVirgin', '2005')",net,1.0,1.0,2.0,3.0,4.0,6.0,7.0,8.0,11.0,14.0,17.0,21.0,25.0,31.0,36.0,40.0,46.0,54.0
"('Snottygobble', '2005')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,6.0,8.0,9.0,11.0,14.0,16.0,20.0,22.0,26.0,30.0
"('SoLando', '2005')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,7.0,8.0,10.0,12.0,15.0,18.0,20.0,23.0,27.0
"('Splash', '2005')",net,1.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,11.0,13.0,16.0,20.0,24.0,29.0,34.0,38.0,43.0,51.0
"('Ta bu shi da yu', '2005')",net,2.0,2.0,4.0,7.0,11.0,15.0,16.0,20.0,28.0,36.0,43.0,52.0,56.0,69.0,79.0,92.0,104.0,122.0
"('TenOfAllTrades', '2005')",net,1.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,6.0,6.0,8.0,11.0,14.0,18.0,22.0,26.0,30.0,36.0
"('Thames', '2005')",net,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,6.0,9.0,11.0,15.0,16.0,20.0,25.0
"('The Land', '2005')",net,-1.0,-1.0,-2.0,-3.0,-4.0,-3.0,-4.0,-5.0,-7.0,-6.0,-4.0,0.0,5.0,8.0,9.0,13.0,16.0,22.0
"('The Singing Badger', '2005')",net,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,2.0,4.0,6.0,8.0,8.0,10.0,12.0,14.0,18.0
"('Thebainer', '2005')",net,1.0,1.0,1.0,2.0,3.0,5.0,6.0,7.0,9.0,12.0,14.0,17.0,21.0,25.0,30.0,34.0,39.0,46.0
"('TheCoffee', '2005')",net,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,6.0,7.0,8.0,10.0,13.0,15.0,18.0,20.0,23.0,27.0
"('TheoClarke', '2005')",net,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,6.0,7.0,9.0,11.0,13.0,14.0,17.0,20.0,23.0,27.0
"('TheParanoidOne', '2005')",net,1.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,7.0,9.0,10.0,13.0,16.0,19.0,23.0,26.0,30.0,35.0
"('Thorpe', '2005')",net,-1.0,-1.0,-2.0,-3.0,-3.0,-4.0,-6.0,-5.0,-1.0,2.0,5.0,10.0,14.0,21.0,27.0,33.0,40.0,49.0
"('Thryduulf', '2005')",net,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,10.0,13.0,16.0,21.0,23.0,27.0,31.0,37.0
"('Tomf688', '2005')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,6.0,8.0,9.0,11.0,13.0,15.0,17.0,19.0,23.0,27.0
"('Tony Sidaway', '2005')",net,1.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,6.0,8.0,10.0,13.0,16.0,21.0,23.0,22.0,26.0,26.0
"('Tregoweth', '2005')",net,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,9.0,11.0,13.0,17.0,21.0,25.0,30.0,35.0,40.0,47.0
"('Trilobite', '2005')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,6.0,8.0,9.0,9.0,12.0,14.0,16.0,18.0,18.0,22.0
"('TShilo12', '2005')",net,1.0,1.0,2.0,3.0,5.0,6.0,8.0,8.0,11.0,14.0,17.0,21.0,24.0,31.0,32.0,38.0,44.0,52.0
"('Ugen64', '2005')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,7.0,8.0,9.0,9.0,11.0,14.0,16.0,19.0,23.0
"('Uncle G', '2005')",net,1.0,1.0,2.0,3.0,3.0,2.0,3.0,5.0,8.0,11.0,12.0,12.0,13.0,14.0,16.0,16.0,20.0,29.0
"('Vague Rant', '2005')",net,1.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,7.0,7.0,9.0,12.0,14.0,18.0,21.0,25.0,29.0,34.0
"('Voice of All(MTG)', '2005')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0,9.0,11.0,13.0,17.0,20.0,23.0,23.0,22.0
"('W.marsh', '2005')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,14.0,18.0,21.0,22.0,25.0,28.0
"('Who', '2005')",net,1.0,2.0,1.0,-1.0,-3.0,-2.0,1.0,1.0,1.0,6.0,10.0,17.0,24.0,32.0,41.0,50.0,60.0,74.0
"('WikiFanatic', '2005')",net,1.0,1.0,2.0,3.0,5.0,7.0,8.0,10.0,13.0,14.0,18.0,21.0,26.0,28.0,29.0,34.0,40.0,44.0
"('Willmcw', '2005')",net,1.0,1.0,1.0,2.0,4.0,5.0,5.0,6.0,9.0,11.0,14.0,17.0,21.0,24.0,27.0,31.0,34.0,39.0
"('Worldtraveller', '2005')",net,-1.0,-1.0,-1.0,0.0,1.0,1.0,2.0,3.0,5.0,6.0,8.0,11.0,13.0,17.0,20.0,24.0,27.0,32.0
"('Yelyos', '2005')",net,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,8.0,10.0,12.0,15.0,18.0,23.0,27.0,31.0,36.0,42.0
"('Zscout370', '2005')",net,1.0,1.0,2.0,3.0,5.0,6.0,8.0,10.0,13.0,16.0,20.0,24.0,29.0,36.0,42.0,49.0,53.0,61.0
"('Zzyzx11', '2005')",net,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,7.0,11.0,16.0,20.0,24.0,29.0
"('Ã\x86var ArnfjÃ¶rÃ° Bjarmason', '2005')",net,1.0,1.0,2.0,3.0,3.0,5.0,4.0,4.0,6.0,7.0,10.0,13.0,16.0,17.0,14.0,15.0,9.0,10.0
"('A Link to the Past', '2005')",net,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,-3.0,-4.0,-6.0,-7.0,-10.0
"('Aaron Brenneman', '2005')",net,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0,-2.0,-4.0,-5.0,-5.0,-5.0,-7.0,-10.0,-10.0,-11.0
"('Alphax', '2005')",net,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,-2.0,-2.0,-5.0,-4.0,-3.0,-5.0,-1.0,1.0,-1.0,0.0,-5.0
"('Aranda56', '2005')",net,1.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,8.0,6.0,6.0,9.0,18.0,22.0,25.0,27.0,36.0,42.0
"('Babajobu', '2005')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,-1.0,-2.0,-3.0,-2.0,-2.0,-1.0
"('BrandonYusufToropov', '2005')",net,-1.0,-1.0,-1.0,-2.0,-1.0,0.0,2.0,3.0,3.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,-4.0,-6.0
"('Bushytails', '2005')",net,1.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,10.0,10.0,13.0,11.0,13.0,12.0,15.0,15.0,15.0,16.0
"('Chamaeleon', '2005')",net,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,2.0,0.0,-2.0,-2.0,-2.0,-6.0,-7.0,-5.0,-5.0,-8.0
"('Chowells', '2005')",net,0.0,0.0,0.0,1.0,2.0,3.0,5.0,6.0,7.0,9.0,12.0,15.0,16.0,17.0,21.0,24.0,20.0,17.0
"('Deryck Chan', '2005')",net,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,7.0,6.0,7.0,8.0,8.0,7.0,6.0,5.0,4.0
"('E. Brown', '2005')",net,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,6.0,6.0,9.0,10.0,12.0,9.0,9.0,11.0,12.0
"('Eequor (2nd)', '2005')",net,1.0,1.0,2.0,2.0,4.0,3.0,4.0,5.0,6.0,5.0,7.0,9.0,11.0,15.0,16.0,17.0,21.0,23.0
"('Firebug', '2005')",net,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,7.0,9.0,8.0,9.0,5.0
"('Gator1', '2005')",net,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,8.0,7.0,9.0,11.0,11.0,10.0,12.0,13.0,16.0
"('Gkhan', '2005')",net,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-1.0,0.0,-2.0,-3.0,-5.0,-5.0,-2.0,-1.0,0.0,3.0,3.0
"('Guanaco', '2005')",net,1.0,2.0,3.0,6.0,7.0,9.0,12.0,15.0,19.0,18.0,18.0,19.0,21.0,26.0,26.0,28.0,29.0,31.0
"('Halibutt', '2005')",net,1.0,2.0,3.0,5.0,8.0,6.0,3.0,4.0,9.0,9.0,10.0,19.0,21.0,22.0,26.0,30.0,35.0,41.0
"('Haukurth', '2005')",net,1.0,2.0,2.0,4.0,6.0,8.0,10.0,12.0,16.0,20.0,22.0,28.0,34.0,35.0,27.0,25.0,25.0,29.0
"('HolyRomanEmperor', '2005')",net,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,4.0,2.0,1.0,-1.0,-1.0,-3.0,-4.0,-5.0,-9.0
"('Kappa', '2005')",net,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,13.0,14.0,16.0,15.0,14.0,17.0,20.0,19.0,16.0
"('Lord Voldemort', '2005')",net,1.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,6.0,8.0,9.0,10.0,14.0,15.0,21.0,23.0
"('NickBush24', '2005')",net,1.0,1.0,2.0,3.0,5.0,7.0,8.0,10.0,13.0,16.0,20.0,25.0,30.0,28.0,27.0,24.0,21.0,19.0
"('Purplefeltangel2', '2005')",net,1.0,1.0,2.0,2.0,3.0,5.0,4.0,5.0,6.0,2.0,1.0,2.0,3.0,7.0,6.0,6.0,4.0,3.0
"('Richard Arthur Norton (1958- )', '2005')",net,1.0,1.0,1.0,0.0,0.0,-1.0,-2.0,-2.0,-2.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,4.0
"('Rl', '2005')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0,5.0,5.0,7.0,6.0,5.0,5.0,6.0,6.0
"('ScottyBoy900Q', '2005')",net,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,6.0,8.0,10.0,12.0,12.0,12.0,14.0,19.0,22.0,23.0
"('Shaddack', '2005')",net,1.0,1.0,1.0,2.0,2.0,1.0,0.0,-1.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0
"('Sherurcij', '2005')",net,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,6.0,6.0,5.0,4.0,5.0,4.0
"('Simetrical', '2005')",net,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,6.0,7.0,8.0,10.0,13.0,13.0,12.0,12.0,9.0,7.0
"('Spinboy', '2005')",net,1.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,6.0,6.0,5.0,4.0,5.0,2.0,3.0,3.0,0.0
"('SWD316', '2005')",net,-1.0,-1.0,-1.0,-2.0,-3.0,-1.0,-3.0,-1.0,2.0,1.0,4.0,2.0,5.0,8.0,10.0,14.0,11.0,4.0
"('Tedernst', '2005')",net,-1.0,-1.0,-1.0,-2.0,-3.0,-4.0,-5.0,-6.0,-8.0,-10.0,-11.0,-8.0,-5.0,-5.0,-6.0,-7.0,-7.0,-5.0
"('Tony1', '2005')",net,1.0,1.0,2.0,4.0,5.0,7.0,9.0,10.0,14.0,17.0,20.0,24.0,27.0,23.0,19.0,20.0,15.0,14.0
"('V. Molotov', '2005')",net,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,6.0,8.0,10.0,13.0,13.0,13.0,16.0,14.0,12.0,13.0
"('Wackymacs', '2005')",net,1.0,1.0,1.0,0.0,0.0,-1.0,-2.0,-1.0,0.0,2.0,2.0,2.0,4.0,6.0,9.0,11.0,9.0,9.0
"('Walter', '2005')",net,-1.0,-1.0,-2.0,-1.0,0.0,-1.0,1.0,0.0,3.0,3.0,4.0,6.0,5.0,8.0,11.0,15.0,13.0,19.0
"('Weyes2', '2005')",net,1.0,1.0,1.0,2.0,3.0,5.0,6.0,7.0,7.0,10.0,10.0,11.0,13.0,13.0,16.0,20.0,19.0,22.0
"('Weyes2a', '2005')",net,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,5.0,5.0,3.0,6.0,5.0,9.0,14.0,14.0,16.0,19.0
"('William M. Connolley', '2005')",net,1.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,5.0,7.0,10.0,12.0,10.0
"('Zappaz', '2005')",net,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,2.0,-1.0
"('Ambivalenthysteria', '2004')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,14.0,17.0,20.0,22.0,26.0
"('Blankfaze', '2004')",net,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,11.0,14.0,16.0,19.0,19.0,22.0
"('Cecropia', '2004')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,6.0,8.0,8.0,10.0,13.0,16.0,17.0,20.0
"('Chmod007', '2004')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,4.0,6.0,8.0,10.0,12.0,15.0,18.0,20.0,24.0
"('CyborgTosser', '2004')",net,1.0,1.0,1.0,2.0,3.0,5.0,6.0,7.0,8.0,10.0,12.0,15.0,19.0,23.0,28.0,24.0,26.0,26.0
"('David Gerard', '2004')",net,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,7.0,8.0,10.0,13.0,15.0,19.0,22.0,26.0,29.0,34.0
"('Duncharris', '2004')",net,1.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,6.0,8.0,10.0,11.0,14.0,16.0,14.0,17.0,18.0,24.0
"('Elf', '2004')",net,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,6.0,7.0,8.0,10.0,13.0,15.0,18.0,21.0,22.0,26.0
"('Fabiform', '2004')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,14.0,17.0,20.0,22.0,24.0
"('Frazzydee', '2004')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,14.0,17.0,20.0,22.0,26.0
"('GeneralPatton', '2004')",net,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,4.0,6.0,7.0,11.0,15.0,19.0,23.0,25.0
"('Geogre', '2004')",net,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,6.0,7.0,7.0,9.0,11.0,14.0,17.0,20.0,23.0,27.0
"('Grunt', '2004')",net,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,9.0,11.0,14.0,17.0,20.0,24.0,28.0,31.0,37.0
"('Guanaco', '2004')",net,1.0,1.0,1.0,0.0,2.0,3.0,4.0,5.0,5.0,7.0,9.0,11.0,11.0,11.0,10.0,11.0,11.0,9.0
"('Hyacinth', '2004')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,7.0,8.0,10.0,12.0,15.0,18.0,18.0,21.0,25.0
"('Kate', '2004')",net,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,18.0,21.0,25.0,29.0,32.0,34.0
"('Mustafaa', '2004')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,14.0,18.0,21.0,24.0,27.0,32.0
"('Neutrality', '2004')",net,1.0,3.0,4.0,6.0,10.0,11.0,12.0,11.0,12.0,14.0,17.0,24.0,21.0,16.0,26.0,37.0,39.0,49.0
"('Nohat', '2004')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,12.0,14.0,17.0,19.0,23.0
"('PedanticallySpeaking', '2004')",net,1.0,1.0,1.0,0.0,-1.0,-2.0,-2.0,-3.0,-2.0,-1.0,0.0,3.0,5.0,8.0,11.0,14.0,18.0,21.0
"('Rlandmann', '2004')",net,-1.0,-1.0,-1.0,-1.0,0.0,1.0,2.0,2.0,3.0,4.0,6.0,8.0,10.0,13.0,16.0,19.0,22.0,26.0
"('Rossami', '2004')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,6.0,8.0,9.0,11.0,14.0,16.0,20.0,22.0,26.0,28.0
"('Snowspinner', '2004')",net,1.0,2.0,3.0,5.0,3.0,3.0,3.0,5.0,6.0,5.0,4.0,10.0,17.0,27.0,36.0,42.0,48.0,57.0
"('Stormie', '2004')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,7.0,8.0,10.0,12.0,15.0,18.0,20.0,23.0,27.0
"('SWAdair', '2004')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,6.0,8.0,9.0,11.0,11.0,11.0,15.0,17.0,19.0,23.0
"('TheCustomOfLife', '2004')",net,1.0,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,11.0,13.0,15.0,19.0,23.0,28.0,32.0,34.0,41.0
"('UtherSRG', '2004')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,12.0,14.0,17.0,20.0,23.0,26.0,31.0
"('Wile E. Heresiarch', '2004')",net,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,11.0,12.0,14.0,17.0,19.0,23.0
"('Zoney', '2004')",net,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,6.0,7.0,8.0,10.0,13.0,15.0,18.0,21.0,24.0,28.0
"('Jor', '2004')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0
"('Lucky 6.9.08', '2004')",net,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,5.0,5.0,4.0,5.0,8.0,8.0,10.0,11.0,9.0,8.0
"('Lucky 6.9', '2004')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,8.0,10.0,8.0,10.0,9.0,7.0,7.0
"('Plato.08', '2004')",net,1.0,1.0,1.0,0.0,-1.0,-2.0,-1.0,-2.0,-4.0,-6.0,-8.0,-9.0,-10.0,-12.0,-15.0,-16.0,-17.0,-19.0
"('Sam Spade', '2004')",net,-1.0,-1.0,-2.0,-1.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,6.0,5.0,5.0,6.0,3.0,3.0
"('BDD', '2013')",support,1.0,3.0,4.0,6.0,9.0,13.0,16.0,18.0,24.0,31.0,36.0,43.0,51.0,64.0,76.0,89.0,100.0,119.0
"('Bilby', '2013')",support,1.0,3.0,4.0,7.0,10.0,14.0,17.0,21.0,26.0,33.0,40.0,49.0,60.0,73.0,87.0,100.0,113.0,134.0
"('Darkwind', '2013')",support,1.0,3.0,4.0,6.0,9.0,11.0,13.0,15.0,20.0,27.0,31.0,39.0,47.0,58.0,68.0,81.0,92.0,108.0
