candidate,year,arm,tau_0.02,tau_0.05,tau_0.1,tau_0.15,tau_0.2,tau_0.3,tau_0.375,tau_0.5,tau_0.75,tau_1
Rosiestep,2009,support,2,4,7,10,13,20,26,36,55,75
Runningonbrains,2009,support,1,3,6,8,10,15,19,26,37,50
S@bre,2009,support,2,4,9,13,18,27,32,43,64,83
Shubinator,2009,support,2,5,11,16,21,30,38,50,76,100
Skomorokh,2009,support,3,7,15,22,29,43,54,73,109,132
Sky Harbor,2009,support,2,4,8,13,17,26,32,42,63,84
Smith609,2009,support,1,4,8,13,17,25,27,34,53,68
Someguy1221,2009,support,1,4,7,10,14,20,25,34,50,68
Somno,2009,support,2,5,10,15,19,27,35,46,70,93
SpacemanSpiff,2009,support,2,6,12,18,25,36,45,60,87,114
Spinningspark,2009,support,1,3,7,10,13,19,24,32,48,63
Steve,2009,support,2,6,11,17,23,34,43,57,86,114
Tassedethe,2009,support,1,3,6,10,13,18,23,31,44,57
Tcncv,2009,support,2,5,8,13,17,25,32,43,67,89
Tedder,2009,support,1,4,7,11,13,20,23,32,49,66
ThaddeusB,2009,support,3,6,13,18,24,34,43,59,87,117
The Earwig,2009,support,2,5,9,14,19,28,35,47,70,92
The ed17,2009,support,4,9,15,22,27,36,43,63,114,168
TheDJ,2009,support,2,5,9,14,18,27,32,41,64,83
Tinucherian,2009,support,4,9,18,27,35,53,66,88,130,174
Tnxman307,2009,support,2,4,8,12,16,24,30,40,61,78
Toon05,2009,support,1,3,6,8,11,16,20,27,40,54
Ucucha,2009,support,2,6,12,18,24,36,44,58,86,115
Valley2city,2009,support,1,3,6,9,11,18,23,32,47,64
Vianello,2009,support,1,3,5,8,11,17,21,28,40,54
Wadester16,2009,support,1,5,11,17,24,37,42,51,87,123
WereSpielChequers,2009,support,2,5,11,16,22,31,35,48,73,100
Willking1979,2009,support,2,5,8,10,15,23,28,33,64,94
Wtmitchell,2009,support,1,3,7,10,14,21,25,33,48,64
7,2009,support,2,6,11,16,22,32,35,43,55,66
95jb14,2009,support,0,0,1,2,2,3,3,3,4,4
A new name 2008,2009,support,3,8,14,18,25,33,39,52,76,100
Alan16,2009,support,0,0,1,2,3,4,5,5,7,10
Arbiteroftruth,2009,support,0,1,1,1,1,1,3,6,10,13
ArcAngel,2009,support,0,0,0,0,0,2,3,4,6,8
Baseball Bugs,2009,support,4,9,18,21,28,35,39,49,72,92
Basket of Puppies,2009,support,0,0,4,8,9,15,17,25,36,48
Bazj,2009,support,0,1,2,3,3,6,6,11,16,18
BQZip01,2009,support,2,5,8,13,16,24,29,41,55,74
Bwilkins,2009,support,1,3,4,5,7,10,12,15,22,31
Ceranthor,2009,support,3,9,16,24,30,42,49,53,89,105
ChildofMidnight,2009,support,0,1,1,2,2,2,2,2,2,3
Chzz,2009,support,1,4,9,12,17,27,37,50,60,60
Cryptic C62,2009,support,0,1,4,6,8,11,14,20,28,39
Cyclonebiskit,2009,support,1,1,1,1,1,2,3,3,5,6
Cyclonenim,2009,support,1,2,4,6,8,12,15,20,29,37
Dendodge,2009,support,2,3,6,10,13,19,21,28,40,51
Download,2009,support,1,3,4,7,8,14,17,21,30,43
Dylan620,2009,support,1,1,1,2,2,2,4,6,9,11
Everyking,2009,support,3,8,11,21,31,51,61,81,114,153
Gaelen S.,2009,support,0,0,0,0,0,1,1,1,4,5
Gaia Octavia Agrippa,2009,support,1,2,5,5,6,7,7,8,13,22
Giants27,2009,support,2,3,5,8,9,15,20,28,39,51
Gordonrox24,2009,support,0,0,0,2,4,6,7,8,10,14
Graymornings,2009,support,0,0,0,1,2,2,2,4,9,10
GrooveDog,2009,support,1,1,2,2,2,2,2,3,7,10
Grsz11,2009,support,2,4,8,11,15,19,22,28,34,37
Headbomb,2009,support,2,6,11,14,18,24,29,38,57,70
Hereford,2009,support,0,0,0,0,0,1,1,2,3,3
HJ Mitchell,2009,support,2,4,7,10,12,17,19,21,33,42
IMatthew,2009,support,2,6,12,18,22,29,33,41,58,73
ImperatorExercitus,2009,support,1,2,2,5,5,10,16,27,50,60
Ironholds,2009,support,3,7,13,18,26,34,42,57,84,102
ISD,2009,support,1,1,3,3,3,5,6,6,6,7
Itsmejudith,2009,support,1,3,5,10,14,24,30,42,69,90
J04n,2009,support,2,4,8,12,16,20,22,24,30,37
James Frankcom,2009,support,0,0,0,1,3,3,3,3,4,5
Jeffrey Mall,2009,support,1,2,2,2,3,6,9,11,21,31
Jerem43,2009,support,1,3,6,8,8,11,12,13,15,20
Katerenka,2009,support,1,4,7,10,13,18,19,25,34,47
Kelapstick,2009,support,1,3,6,9,12,18,21,27,38,47
Kingpin13,2009,support,0,1,2,6,10,12,12,19,32,39
Ktr101,2009,support,0,0,1,3,3,4,4,4,8,11
Kww,2009,support,6,15,27,38,47,62,72,98,149,199
Leonard^Bloom,2009,support,0,0,0,0,1,3,3,3,4,6
Letsdrinktea,2009,support,0,1,2,3,3,3,4,6,8,10
LouriePieterse,2009,support,1,1,1,2,3,4,5,5,10,16
MacMed,2009,support,0,1,2,3,5,8,12,16,22,27
Magog the Ogre,2009,support,1,1,1,1,1,3,3,4,4,8
Majorly,2009,support,4,10,19,26,33,46,54,65,89,106
Markhurd,2009,support,0,0,1,3,4,8,11,16,26,35
Mayalld,2009,support,2,4,7,7,7,8,9,14,21,29
Mythdon,2009,support,0,0,0,0,0,0,0,0,1,1
Neurolysis,2009,support,3,6,13,18,24,37,46,57,77,85
Nosleep,2009,support,2,4,6,9,10,15,18,24,33,43
Ottava Rima,2009,support,4,7,11,16,18,22,25,33,47,60
Polargeo,2009,support,2,5,8,10,12,18,23,31,46,59
Porchcrop,2009,support,0,0,0,0,0,0,0,0,0,1
Pr3st0n,2009,support,0,0,0,0,1,3,5,6,10,13
Pyfan,2009,support,2,4,7,9,10,12,16,20,24,27
RayAYang,2009,support,2,4,8,12,13,18,22,28,40,48
Raza0007,2009,support,1,1,1,1,2,3,3,5,7,10
Red Thunder,2009,support,2,3,6,8,9,11,13,19,28,32
Renaissancee,2009,support,1,1,2,4,5,5,7,9,21,28
Roux,2009,support,3,5,9,12,15,18,22,30,39,50
S Marshall,2009,support,2,2,6,7,10,19,24,32,43,51
Salavat,2009,support,1,2,4,5,8,11,15,20,28,38
Sebwite,2009,support,0,0,2,6,8,8,8,8,9,13
Sephiroth storm,2009,support,1,1,3,4,5,8,12,16,27,39
Shark96z,2009,support,0,0,1,3,3,5,5,6,8,10
Shoessss,2009,support,1,1,1,1,1,1,1,4,7,11
Spongefrog,2009,support,1,2,2,4,5,6,6,6,6,9
Steve Crossin,2009,support,1,3,5,7,10,16,20,27,35,43
Synergy,2009,support,2,6,11,17,22,32,40,53,69,85
Tango,2009,support,1,1,2,2,4,5,6,7,10,14
TenPoundHammer,2009,support,0,1,2,2,4,7,9,13,21,26
Teratornis,2009,support,2,5,9,13,17,21,24,31,42,53
The Transhumanist,2009,support,1,4,7,10,14,21,25,30,39,42
Theleftorium,2009,support,1,3,6,9,12,17,20,26,34,41
Thumperward,2009,support,1,4,8,14,18,26,33,42,54,60
Timmeh,2009,support,3,9,19,26,29,41,49,71,114,143
TParis00ap,2009,support,0,1,6,10,11,18,21,29,39,47
TreasuryTag,2009,support,2,2,2,3,4,9,10,14,19,21
Until It Sleeps,2009,support,1,4,5,6,10,15,21,32,51,73
Vicenarian,2009,support,0,0,0,3,5,8,12,15,25,32
Vivio Testarossa,2009,support,1,2,4,6,8,9,11,13,15,17
Wiki Greek Basketball,2009,support,0,0,0,0,0,0,0,0,0,1
Wikiwoohoo,2009,support,0,0,1,2,3,5,7,7,14,16
WWEYANKS52,2009,support,1,1,1,2,5,7,9,10,12,13
ZooFari,2009,support,0,1,1,5,5,5,7,9,17,22
^demon,2008,support,3,5,10,14,18,23,29,44,65,86
52 Pickup,2008,support,1,2,4,6,8,12,14,18,26,35
Addshore,2008,support,5,10,20,32,40,50,56,82,143,189
Aervanath,2008,support,3,6,10,15,19,31,37,48,70,94
Aitias,2008,support,5,9,14,19,27,43,52,72,116,170
AKeen,2008,support,0,1,3,4,6,9,12,16,24,33
Ale jrb,2008,support,1,3,6,9,12,19,22,30,44,60
Aleta,2008,support,0,2,6,9,13,21,25,35,54,72
Alex.muller,2008,support,1,3,5,8,12,18,22,30,40,49
Alexf,2008,support,1,3,5,8,10,12,16,20,28,39
Ameliorate!,2008,support,2,4,9,12,17,24,30,41,61,82
AngelOfSadness,2008,support,2,4,8,11,15,24,30,40,61,81
AniMate,2008,support,2,4,8,13,17,26,31,41,62,82
Appraiser,2008,support,1,2,4,6,8,13,16,20,30,40
Aqwis,2008,support,1,3,6,8,11,16,20,24,36,48
Archtransit,2008,support,1,3,5,8,11,16,20,26,40,53
Barneca,2008,support,1,4,7,10,14,21,26,34,50,68
Bedford,2008,support,2,4,9,14,18,27,34,42,63,81
Ben MacDui,2008,support,2,5,9,14,18,27,33,45,68,90
Berig,2008,support,2,5,9,14,18,27,32,41,62,81
Bigtimepeace,2008,support,2,4,9,13,18,26,33,44,64,86
BirgitteSB,2008,support,1,2,8,14,20,31,41,57,93,123
Bjweeks,2008,support,2,6,10,16,20,31,38,51,74,94
Blueboy96,2008,support,1,3,6,9,12,16,19,26,38,49
Buckshot06,2008,support,2,4,8,12,15,23,29,39,58,77
Cailil,2008,support,2,4,7,10,13,19,25,31,50,64
Camaron1,2008,support,1,2,5,7,10,15,18,24,35,46
Canley,2008,support,1,3,6,9,12,18,23,30,46,61
CapitalR,2008,support,2,5,8,12,16,26,31,43,64,85
Cbl62,2008,support,2,4,8,11,14,22,26,36,50,70
Cenarium,2008,support,1,2,4,7,9,13,16,20,30,40
Chetblong,2008,support,0,1,2,4,4,8,11,14,22,28
Choess,2008,support,2,4,9,13,18,23,28,38,55,76
CIreland,2008,support,1,2,4,5,7,10,13,18,25,34
Cirt,2008,support,4,11,22,32,43,64,80,104,143,166
Ckatz,2008,support,1,3,6,8,11,16,21,28,41,55
Cobaltbluetony,2008,support,2,5,9,14,19,28,35,46,66,87
Daniel J. Leivick,2008,support,1,3,7,9,12,18,21,28,44,60
Dank55,2008,support,2,5,9,14,19,28,35,46,68,91
Davidgothberg,2008,support,2,4,8,11,15,20,25,35,54,73
DDima,2008,support,1,2,4,6,8,13,16,21,32,42
Ddstretch,2008,support,2,4,9,13,17,26,32,43,64,85
Deacon of Pndapetzim,2008,support,2,5,9,11,16,24,29,36,54,72
DeadEyeArrow,2008,support,2,4,9,13,18,26,33,44,61,81
Discospinster,2008,support,1,4,7,11,14,22,27,36,53,70
Djsasso,2008,support,1,2,4,6,8,13,16,21,33,44
Doczilla,2008,support,2,5,9,14,19,28,35,47,70,92
Doug,2008,support,2,4,8,12,16,24,30,40,61,81
Dougweller,2008,support,2,5,10,15,19,30,37,50,75,100
Dravecky,2008,support,1,3,7,10,13,20,25,33,49,65
EdJohnston,2008,support,1,3,5,8,10,16,20,26,39,52
Efe,2008,support,2,5,9,14,18,27,33,42,60,80
EncMstr,2008,support,1,2,3,5,6,10,12,16,24,31
Epbr123,2008,support,5,13,26,37,43,55,67,99,163,225
Esanchez7587,2008,support,1,2,3,5,7,9,12,16,25,33
Euryalus,2008,support,2,5,10,14,19,28,35,47,71,94
EyeSerene,2008,support,2,4,9,13,16,25,31,42,62,84
Firefoxman,2008,support,2,4,8,13,17,26,32,41,61,81
Frank,2008,support,0,1,4,8,12,19,25,33,47,59
Fritzpoll,2008,support,2,4,8,12,14,21,27,37,50,67
G.A.S,2008,support,1,3,6,9,12,18,22,30,44,57
Gadget850,2008,support,1,3,7,10,13,20,25,34,50,67
Gatoclass,2008,support,2,6,11,17,23,34,42,56,84,111
Gazimoff,2008,support,2,6,12,19,25,36,45,61,88,115
Gb,2008,support,1,3,6,7,8,12,17,24,36,49
Gladys j cortez,2008,support,2,5,10,13,19,28,32,43,63,83
Gonzo fan2007,2008,support,1,2,4,6,7,11,14,18,28,37
Good Olfactory,2008,support,2,4,9,13,18,26,32,42,61,82
GrahamColm,2008,support,3,7,14,19,26,39,50,66,98,129
Gutza,2008,support,1,2,4,6,9,13,16,21,31,42
Gwen Gale,2008,support,4,9,17,25,31,38,43,63,102,135
Happy-melon,2008,support,2,4,8,11,15,21,27,37,55,73
Happyme22,2008,support,2,5,10,16,21,30,35,45,67,86
Hdt83,2008,support,1,3,7,9,12,19,24,32,47,63
Hersfold,2008,support,2,4,8,11,15,23,28,38,57,75
Horologium,2008,support,2,5,10,15,20,30,37,50,74,99
Huntster,2008,support,2,5,9,14,18,27,34,46,68,91
Hurricanehink,2008,support,2,5,10,14,19,28,35,46,69,91
Ice Cold Beer,2008,support,2,5,10,15,19,29,36,49,72,97
Icestorm815,2008,support,1,3,6,9,11,15,16,19,30,40
Icewedge,2008,support,1,2,4,4,6,16,23,38,66,89
Islander,2008,support,1,3,6,9,12,17,21,29,44,56
It Is Me Here,2008,support,0,0,1,2,4,9,17,33,65,98
J-stan,2008,support,2,4,8,13,17,25,32,42,62,82
J.delanoy,2008,support,1,2,7,15,22,35,47,64,103,141
J Greb,2008,support,1,2,3,5,7,12,15,20,30,41
Jac16888,2008,support,1,3,6,10,13,19,24,32,48,64
Jauerback,2008,support,1,2,4,6,8,11,14,19,28,38
Jayron32,2008,support,1,4,7,11,15,22,27,36,55,73
Jbmurray,2008,support,3,8,16,24,32,48,60,80,119,157
Jclemens,2008,support,2,4,8,12,16,24,30,40,58,77
Jeepday,2008,support,1,2,4,7,10,13,17,22,31,43
JGHowes,2008,support,2,4,9,13,17,26,32,42,62,82
John Carter,2008,support,3,7,15,22,29,44,55,73,109,145
Jonny-mt,2008,support,2,4,8,12,16,24,30,40,60,80
JPG-GR,2008,support,2,4,9,14,18,28,34,45,70,94
Juliancolton,2008,support,2,4,8,17,25,43,54,75,117,158
Jza84,2008,support,2,4,9,13,16,23,30,40,60,82
Kakofonous,2008,support,2,5,10,16,21,31,39,50,71,88
Karanacs,2008,support,2,6,12,19,25,37,44,59,89,117
Kbthompson,2008,support,1,2,4,7,9,13,16,22,33,44
Keeper76,2008,support,1,2,5,7,9,14,18,24,33,44
Keilana,2008,support,3,7,15,22,29,44,55,72,102,131
Kevin,2008,support,1,2,4,7,10,15,19,26,38,52
Kim Dent-Brown,2008,support,1,3,7,10,13,20,25,34,50,67
KnightLago,2008,support,2,5,9,14,19,28,35,46,70,93
L'Aquatique,2008,support,2,5,10,15,19,27,33,43,65,86
Lankiveil,2008,support,2,5,10,14,19,29,35,47,71,94
LAX,2008,support,1,2,4,7,9,14,17,22,33,43
Lazulilasher,2008,support,1,3,6,9,12,18,23,30,46,61
Lenticel,2008,support,1,3,6,10,13,19,24,32,48,63
Lifebaka,2008,support,2,4,8,12,15,23,29,36,56,74
Lomn,2008,support,1,3,6,8,11,17,21,27,40,54
Lquilter,2008,support,1,4,7,11,15,22,28,36,54,71
lustiger seth,2008,support,2,6,14,22,29,48,59,77,112,150
Magioladitis,2008,support,2,4,8,11,15,23,29,38,53,65
Malcolmxl5,2008,support,1,3,6,9,12,18,22,29,42,58
Malinaccier,2008,support,1,2,4,6,9,13,15,21,31,42
Martijn Hoekstra,2008,support,1,3,7,10,14,21,27,34,49,67
Master of Puppets,2008,support,3,8,15,21,29,44,55,74,109,146
Matthewedwards,2008,support,2,3,7,11,13,20,26,34,51,65
MBisanz,2008,support,1,3,6,9,12,18,22,30,43,57
MBK004,2008,support,1,2,4,5,7,11,14,18,26,36
Melesse,2008,support,1,4,7,10,13,18,21,30,43,57
MilborneOne,2008,support,2,4,7,10,14,21,25,35,53,72
Mitchazenia,2008,support,1,3,6,9,13,19,23,27,41,55
Mizu onna sango15,2008,support,2,5,6,7,12,21,29,41,66,89
Moni3,2008,support,4,8,16,22,29,44,53,70,105,143
Nancy,2008,support,1,3,6,9,12,18,23,30,46,61
Nev1,2008,support,2,5,7,12,16,24,31,43,65,87
Nousernamesleft,2008,support,1,2,4,6,8,13,16,22,33,45
OhanaUnited,2008,support,2,4,8,12,16,23,29,39,58,78
Okiefromokla,2008,support,1,4,7,9,13,20,25,33,48,64
Parsecboy,2008,support,1,3,6,10,13,19,24,32,48,63
Paul Erik,2008,support,2,4,8,13,17,24,31,41,62,82
Pb30,2008,support,1,2,4,5,7,11,14,16,24,33
Pegship,2008,support,2,4,9,14,18,26,33,43,66,87
Peripitus,2008,support,2,5,9,14,18,28,34,46,69,92
Peteforsyth,2008,support,1,4,6,9,12,17,22,29,43,58
PeterSymonds,2008,support,2,5,10,15,20,30,37,49,74,99
Philosopher,2008,support,2,4,8,14,18,26,33,45,67,91
Pinkville,2008,support,1,3,6,8,11,16,21,28,41,54
Poeloq,2008,support,1,2,5,8,11,17,21,28,40,49
Protonk,2008,support,2,6,12,17,24,36,44,57,84,112
R. Baley,2008,support,2,5,8,12,16,26,32,43,63,81
Remember the dot,2008,support,2,4,8,12,15,23,29,37,55,73
Risker,2008,support,2,6,10,17,24,37,46,60,92,126
Rjd0060,2008,support,2,4,8,12,15,23,28,36,50,67
Rodhullandemu,2008,support,2,4,7,10,14,21,26,34,50,68
Roger Davies,2008,support,2,4,8,12,16,25,31,41,62,82
Rudget,2008,support,2,6,12,19,25,37,44,58,87,110
Ruslik0,2008,support,1,3,7,10,13,20,25,33,48,64
Sabine's Sunbird,2008,support,2,5,10,16,21,29,36,47,74,98
Sarcasticidealist,2008,support,1,3,5,8,10,15,19,26,38,51
SarekOfVulcan,2008,support,2,4,8,12,16,21,26,36,56,76
Scarian,2008,support,2,6,12,17,23,35,44,58,87,116
Scott5114,2008,support,1,3,6,9,12,18,23,30,45,61
Seddon,2008,support,2,4,8,13,17,25,31,41,62,82
Seicer,2008,support,2,6,12,18,24,36,45,60,85,102
Sephiroth BCR,2008,support,1,3,7,10,13,20,24,31,47,63
Seraphim Whipp,2008,support,2,5,9,14,19,28,35,46,69,91
Seresin,2008,support,2,3,7,11,13,20,26,34,54,71
Sgeureka,2008,support,2,5,10,15,20,30,37,50,70,91
SheffieldSteel,2008,support,3,6,12,18,23,35,44,59,88,115
shoeofdeath,2008,support,1,3,3,4,6,11,15,20,34,43
SilkTork,2008,support,1,3,7,10,14,20,25,31,48,65
Slp1,2008,support,1,4,7,11,15,22,27,36,55,72
Smalljim,2008,support,1,1,3,4,5,8,10,13,20,25
Smashville,2008,support,1,2,6,9,14,21,27,35,54,70
SorryGuy,2008,support,1,3,5,7,10,16,19,26,40,54
SoWhy,2008,support,3,7,13,20,27,37,45,60,91,122
Soxred93,2008,support,1,1,4,5,11,15,20,28,68,109
Spencer,2008,support,2,5,9,14,18,27,33,45,67,90
StephenBuxton,2008,support,1,3,6,9,12,18,22,28,41,54
Steven Fruitsmaak,2008,support,2,4,8,12,16,22,28,38,56,72
Stwalkerster,2008,support,2,5,9,13,17,25,33,44,63,86
Tadakuni,2008,support,2,4,5,6,9,12,17,23,36,51
Tanner-Christopher,2008,support,1,4,7,10,12,19,23,31,47,63
Tanthalas39,2008,support,3,6,13,18,24,34,42,54,94,125
thedemonhog,2008,support,2,5,10,15,20,30,37,48,74,99
Thehelpfulone,2008,support,2,6,12,18,24,34,42,56,84,111
Thingg,2008,support,4,10,19,29,38,49,55,72,125,179
Tiptoety,2008,support,2,5,9,14,19,30,37,49,70,92
Tivedshambo,2008,support,1,3,6,9,12,17,22,29,42,56
Toddst1,2008,support,1,2,4,6,8,13,16,21,32,42
TomStar81,2008,support,2,5,10,15,19,28,35,44,65,78
Travellingcari,2008,support,2,4,8,13,17,26,33,44,65,88
TravisTX,2008,support,1,1,4,6,9,14,17,23,35,45
Ultraexactzz,2008,support,1,2,5,8,10,15,19,23,33,43
VanTucky,2008,support,4,10,20,31,40,60,75,101,149,192
Victuallers,2008,support,1,3,6,9,12,18,22,30,44,59
WBOSITG,2008,support,2,5,11,16,22,34,43,58,85,110
Wehwalt,2008,support,2,5,10,16,20,27,34,46,69,93
Werdna,2008,support,4,10,19,27,37,54,68,91,135,182
WilliamH,2008,support,2,5,10,14,19,28,35,47,71,95
Xavexgoem,2008,support,1,3,6,9,12,18,22,29,41,55
Xenocidic,2008,support,2,4,8,13,17,26,31,40,57,72
Xymmax,2008,support,1,3,6,10,13,18,21,28,43,56
Ynhockey,2008,support,3,3,9,13,17,29,37,49,74,98
Zedla,2008,support,1,3,5,7,10,15,18,25,29,37
Zeibura,2008,support,1,2,3,5,7,10,12,16,25,33
Abd,2008,support,1,2,4,8,9,11,13,15,18,23
Adolphus79,2008,support,2,5,9,14,17,25,29,32,41,55
Alan De Smet,2008,support,0,1,1,1,2,3,3,5,5,6
Ali'i,2008,support,3,5,7,8,13,19,27,34,50,68
Asenine,2008,support,0,0,1,1,1,1,1,3,5,6
Autocracy,2008,support,1,2,3,3,3,4,4,4,6,7
Avruch,2008,support,3,7,15,22,29,42,52,66,90,102
Benjah-bmm27,2008,support,2,6,10,13,16,27,34,44,59,78
Bettia,2008,support,0,1,4,6,7,10,12,14,22,28
Biruitorul,2008,support,2,4,6,11,15,24,32,41,55,69
Blakegripling ph,2008,support,0,0,2,3,3,3,4,5,6,9
Bluegoblin7,2008,support,0,0,0,0,1,3,4,5,5,5
BQZip01,2008,support,2,2,3,4,6,14,20,26,40,54
BritandBeyonce,2008,support,0,0,0,1,1,4,5,8,16,25
Carter,2008,support,1,2,2,2,2,3,3,3,4,7
Clpo13,2008,support,1,2,3,3,5,6,7,9,10,12
Cobi,2008,support,4,9,16,23,31,41,53,71,100,127
Coppertwig,2008,support,3,5,10,12,18,27,32,36,48,67
CWii,2008,support,1,2,3,5,6,7,7,8,8,8
CWY2190,2008,support,2,4,8,12,15,19,24,29,42,54
Cyclonenim,2008,support,0,0,2,6,6,10,11,15,26,34
Danielfolsom,2008,support,0,1,1,4,6,9,10,11,20,25
Darth Mike,2008,support,0,0,1,1,2,3,4,4,5,6
Davnel03,2008,support,1,1,2,2,2,2,2,4,7,7
Dendodge,2008,support,0,0,0,4,9,22,31,39,50,61
Dihydrogen Monoxide,2008,support,3,7,12,15,20,30,37,45,60,75
Dreamafter,2008,support,0,1,3,4,5,8,8,11,19,23
Dycedarg,2008,support,0,0,0,1,3,4,4,6,9,14
Eastlaw,2008,support,1,2,3,5,6,8,9,12,17,18
EclipseSSD,2008,support,1,2,3,6,6,7,7,11,18,21
Ecoleetage,2008,support,1,5,10,14,20,31,39,52,75,87
Ed Poor,2008,support,3,3,6,12,15,22,27,32,40,46
Editorofthewiki,2008,support,1,1,2,4,5,5,6,8,10,10
Enigmaman,2008,support,2,6,12,18,23,31,37,48,65,84
EricV89,2008,support,0,0,1,1,1,5,8,8,12,13
Everyking,2008,support,5,13,24,36,45,64,80,108,140,174
Finalnight,2008,support,2,4,8,10,13,19,25,31,45,51
Fordmadoxfraud,2008,support,1,1,6,9,13,23,27,35,53,65
Foxy Loxy,2008,support,1,2,3,3,3,3,4,5,9,15
Geni,2008,support,2,5,11,14,20,23,32,49,77,108
George The Dragon,2008,support,1,2,2,3,4,6,6,8,10,11
Golich17,2008,support,1,2,2,4,5,6,6,9,15,19
Grey Wanderer,2008,support,1,2,3,4,4,6,6,7,7,9
gromlakh,2008,support,1,1,3,3,3,4,5,6,13,16
Gtstricky,2008,support,1,2,3,5,7,11,13,16,28,37
Guest9999,2008,support,2,4,8,12,16,21,26,30,38,46
Gwynand,2008,support,2,4,8,12,15,21,23,31,43,51
HalfShadow,2008,support,1,2,3,5,7,10,12,14,14,14
Headbomb,2008,support,0,1,3,4,4,7,8,9,16,18
HisSpaceResearch,2008,support,1,2,4,7,9,11,14,20,34,44
IMatthew,2008,support,2,6,11,16,20,30,37,45,62,75
Ironholds,2008,support,0,2,3,3,5,9,12,19,31,42
Izzy007,2008,support,0,0,0,0,2,3,6,9,18,25
Jamesontai,2008,support,1,2,4,7,10,22,31,39,61,76
JamieS93,2008,support,3,7,14,19,24,31,37,48,65,86
Jet,2008,support,0,0,0,0,0,1,1,1,3,3
John254,2008,support,1,2,5,6,6,7,7,7,14,20
Jouster,2008,support,0,1,2,3,4,7,9,11,15,21
Krm500,2008,support,2,2,4,6,8,14,17,27,36,48
Kumioko,2008,support,0,2,4,5,5,7,10,19,37,47
Kww,2008,support,2,3,3,5,8,11,13,17,31,41
Lady Aleena,2008,support,3,9,15,24,32,38,43,52,79,92
Latics,2008,support,1,2,3,4,4,5,6,6,7,10
Lawrence Cohen,2008,support,4,7,12,16,20,30,39,58,87,117
Leonard^Bloom,2008,support,0,0,1,1,1,3,3,3,4,4
Malleus Fatuarum,2008,support,2,4,4,6,7,12,15,22,34,44
Mark t young,2008,support,1,2,4,6,10,14,18,23,37,52
Masterpiece2000,2008,support,1,2,2,3,4,6,6,7,10,10
Mastrchf91,2008,support,1,2,4,4,5,7,7,10,16,23
Milk's Favorite Cookie,2008,support,5,13,19,24,32,41,54,74,113,141
Mind meal,2008,support,0,0,1,3,4,5,5,7,12,19
MONGO,2008,support,4,6,14,22,30,41,50,66,94,120
Morbidthoughts,2008,support,1,1,1,1,2,4,5,6,9,14
Morhange,2008,support,2,4,8,12,14,17,21,24,33,41
Mr. IP,2008,support,1,2,2,2,4,6,7,9,12,17
MrFish,2008,support,1,2,2,4,5,7,9,11,14,15
MrKIA11,2008,support,1,1,6,10,13,17,20,28,40,51
Mufka,2008,support,1,3,6,9,11,12,12,15,18,23
Mvjs,2008,support,1,3,5,7,8,12,13,16,23,29
Naerii,2008,support,0,1,2,4,5,6,11,13,24,35
NASCAR Fan24,2008,support,1,4,7,10,14,17,20,23,35,42
Natl1,2008,support,0,0,1,3,4,7,9,11,15,15
Nja247,2008,support,1,2,4,6,7,7,8,9,14,18
No1lakersfan,2008,support,1,1,1,2,3,6,7,8,8,10
NonvocalScream,2008,support,1,2,3,3,4,4,4,8,12,14
NuclearWarfare,2008,support,2,4,8,12,14,18,22,29,37,43
Ohmpandya,2008,support,1,2,2,2,3,6,7,9,11,14
OverlordQ,2008,support,1,2,4,7,9,13,15,17,21,28
Paste,2008,support,1,1,2,2,3,5,5,5,5,5
PeeJay2K3,2008,support,0,1,2,2,2,2,2,2,3,5
Plasticup,2008,support,0,0,1,3,6,7,8,11,18,27
R,2008,support,1,2,3,4,5,7,7,9,11,13
Redfarmer,2008,support,0,1,3,5,5,7,8,10,19,27
Redmarkviolinist,2008,support,1,1,1,2,2,2,2,4,8,11
Rgoodermote,2008,support,0,1,1,1,2,3,4,6,7,7
RMHED,2008,support,3,7,15,21,25,28,32,36,43,51
Ryan,2008,support,1,2,4,5,5,6,9,10,12,17
RyanLupin,2008,support,1,3,6,9,12,16,17,19,26,30
RyRy,2008,support,1,1,3,4,6,8,9,11,14,14
Sceptre,2008,support,0,1,2,2,3,5,5,8,10,10
Scetoaux,2008,support,2,3,5,7,8,14,18,22,31,37
SchfiftyThree,2008,support,1,3,6,8,11,16,20,25,30,35
Sharkface217,2008,support,2,3,7,7,9,10,15,18,21,27
Shoessss,2008,support,1,3,4,5,5,10,10,14,20,23
Slgrandson,2008,support,0,3,5,7,10,15,19,24,28,34
Snocrates,2008,support,1,2,3,5,7,10,12,16,19,19
Stormtracker94,2008,support,2,4,7,9,11,14,19,21,31,32
Suntag,2008,support,1,4,10,13,18,29,38,50,63,71
SynergeticMaggot,2008,support,1,2,3,5,6,8,9,10,14,19
Synergy,2008,support,2,4,7,11,15,23,27,33,47,55
TenPoundHammer,2008,support,7,21,43,54,73,115,154,203,275,345
Termer,2008,support,1,3,3,4,4,4,6,9,12,13
The Transhumanist,2008,support,1,2,3,6,10,19,25,33,58,66
TheDJ,2008,support,1,2,5,7,10,15,17,19,22,25
ThinkBlue,2008,support,1,1,3,4,5,6,7,9,12,16
Tinkleheimer,2008,support,1,2,4,6,7,8,9,10,13,15
Tnxman307,2008,support,1,3,7,10,13,17,21,26,36,47
